"Municipio","Ponto","Ambiente","Data","Ano","Especie","Estagio","Sexo","Lat","Long"
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma sp","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","29/09/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R4","Rural","16/04/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/04/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/04/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/04/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/04/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/04/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R4","Rural","16/10/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/10/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/10/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","30/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","09/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R4","Rural","16/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","16/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R5","Rural","20/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","20/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","31/10/2017",2017,"Haemaphisalis sp","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R2","Rural","28/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","28/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","28/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","28/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","28/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","28/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","28/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","28/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","28/11/2017",2017,"Amblyomma scalpturatum","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.764338889,-64.08205278
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma naponense","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R1","Rural","22/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.615180556,-63.92936389
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R2","Rural","23/11/2017",2017,"Amblyomma coelebs","Ninfa","Nao definido",-8.688419444,-63.67775833
"Porto Velho","R3","Rural","21/11/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.8383,-63.85971389
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R4","Rural","21/11/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.874847222,-63.97940833
"Porto Velho","R5","Rural","22/11/2017",2017,"Amblyomma oblongoguttatum","Ninfa","Nao definido",-8.764338889,-64.08205278
